rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
04/02/2019 14:57,201811,Unknown,Unknown,GATWICK,Unknown,80,0,80,0,0,0,0
04/02/2019 14:57,201811,Unknown,Unknown,MANCHESTER,Unknown,27,27,0,0,0,0,0
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,2582,2582,0,2429,2429,0,6.298888
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,3371,3371,0,4037,4037,0,-16.497399
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,22099,22099,0,21845,21845,0,1.162737
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,INNSBRUCK,4904,4904,0,2319,2319,0,111.470461
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,SALZBURG,0,0,0,1376,1376,0,-100
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,65297,65297,0,59517,59517,0,9.711511
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,4909,4909,0,4870,4870,0,0.800821
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,SOUTHEND,VIENNA,0,0,0,991,991,0,-100
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,STANSTED,LINZ,0,0,0,2321,2321,0,-100
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,8594,8594,0,10541,10541,0,-18.470733
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,21237,21237,0,5584,5584,0,280.318768
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,BELFAST INTERNATIONAL,VIENNA,414,148,266,0,0,0,0
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,GRAZ,0,0,0,897,897,0,-100
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,VIENNA,2791,2791,0,2305,2305,0,21.084599
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,VIENNA,2686,2686,0,2375,2375,0,13.094737
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,VIENNA,5026,5026,0,4377,4285,92,14.827507
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,LEEDS BRADFORD,VIENNA,360,360,0,280,280,0,28.571429
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,VIENNA,9064,9064,0,6766,6766,0,33.963937
04/02/2019 14:57,201811,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,VIENNA,356,356,0,361,361,0,-1.385042
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,GATWICK,BRUSSELS,1054,1054,0,73,73,0,1343.835616
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,HEATHROW,BRUSSELS,58370,58370,0,55991,55991,0,4.248897
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,LONDON CITY,ANTWERP,0,0,0,3677,3677,0,-100
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,SOUTHEND,ANTWERP,1400,1400,0,0,0,0,0
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,BIRMINGHAM,BRUSSELS,11929,11929,0,13856,13856,0,-13.907333
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,BRISTOL,BRUSSELS,4940,4940,0,4894,4894,0,0.939926
04/02/2019 14:57,201811,WESTERN EUROPE-EU,BELGIUM,EAST MIDLANDS INTERNATIONAL,BRUSSELS,2570,2570,0,2326,2326,0,10.490112
