rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,3785,3785,0,6147,4567,1580,-38.425248
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,8798,7083,1715,8937,7175,1762,-1.555332
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,27713,27713,0,23384,23384,0,18.512658
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,INNSBRUCK,3992,3992,0,2521,2521,0,58.349861
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,SALZBURG,0,0,0,1972,1972,0,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,76559,76559,0,79391,79391,0,-3.567155
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,LUTON,GRAZ,290,0,290,132,0,132,119.69697
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,LUTON,LINZ,568,0,568,218,218,0,160.550459
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,5281,5281,0,5537,5537,0,-4.623442
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,SOUTHEND,VIENNA,0,0,0,2612,2612,0,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,STANSTED,LINZ,0,0,0,2702,2702,0,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,7616,7616,0,11449,11449,0,-33.478906
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,18035,18035,0,6154,6154,0,193.061423
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,INNSBRUCK,700,0,700,803,0,803,-12.826899
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,SALZBURG,1427,0,1427,1443,0,1443,-1.108801
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,VIENNA,2700,2700,0,2974,2974,0,-9.213181
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,INNSBRUCK,800,0,800,833,0,833,-3.961585
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,VIENNA,2403,2403,0,2679,2679,0,-10.302352
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,DURHAM TEES VALLEY,LINZ,0,0,0,36,0,36,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,INNSBRUCK,471,0,471,485,0,485,-2.886598
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,VIENNA,4568,4568,0,6960,6960,0,-34.367816
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,GRAZ,56,0,56,0,0,0,0
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,LINZ,0,0,0,48,0,48,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,873,0,873,933,0,933,-6.430868
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,JERSEY,VIENNA,641,0,641,620,0,620,3.387097
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,LEEDS BRADFORD,INNSBRUCK,558,0,558,581,0,581,-3.958692
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,INNSBRUCK,810,0,810,1575,0,1575,-48.571429
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,SALZBURG,3801,0,3801,2728,0,2728,39.332845
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,VIENNA,10838,10838,0,9855,9716,139,9.974632
15/08/2019 16:27,201906,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,SALZBURG,1429,1429,0,1407,1407,0,1.563611
15/08/2019 16:27,201906,WESTERN EUROPE-EU,BELGIUM,GATWICK,BRUSSELS,0,0,0,1148,1148,0,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,BELGIUM,HEATHROW,BRUSSELS,57795,57795,0,56169,56169,0,2.894835
15/08/2019 16:27,201906,WESTERN EUROPE-EU,BELGIUM,LONDON CITY,ANTWERP,0,0,0,3909,3909,0,-100
15/08/2019 16:27,201906,WESTERN EUROPE-EU,BELGIUM,SOUTHEND,ANTWERP,1170,1170,0,1359,1359,0,-13.907285
15/08/2019 16:27,201906,WESTERN EUROPE-EU,BELGIUM,STANSTED,CHARLEROI,178,178,0,0,0,0,0
15/08/2019 16:27,201906,WESTERN EUROPE-EU,BELGIUM,ABERDEEN,ANTWERP,0,0,0,264,264,0,-100
